479,2021-07-28,HIKA,3,843,30,3
480,2021-07-28,HNVK,18.4,0,30,18.232
481,2021-07-28,HRZ,2.66,0,30,2.66
482,2021-07-28,HSI,2.6,0,30,2.6
483,2021-07-28,HSOF,3.44,150,30,3.45
484,2021-07-28,HVAR,40.2,50,30,40.092
485,2021-07-28,IDH,2.36,0,30,2.36
486,2021-07-28,IHB,1.51,12700,30,1.5248
487,2021-07-28,KBG,8.25,60,30,8.25
488,2021-07-28,LAV,3.8,0,30,3.8
489,2021-07-28,MONB,6,5074,30,6.0382
490,2021-07-28,MSH,7.5,100,30,7.65
491,2021-07-28,NEOH,26.4,24,30,26.4
492,2021-07-28,ODES,105,0,30,107.15
493,2021-07-28,PET,0.23,0,30,0.23
494,2021-07-28,SFA,3.52,5650,30,3.4818
495,2021-07-28,SFT,5.15,1000,30,5.127
496,2021-07-28,SGH,0.486,1470,30,0.485
497,2021-07-28,SKEH,22.4,0,30,22.4
498,2021-07-28,SNRG,0.645,0,30,0.645
499,2021-07-28,SPH,7.3,0,30,7.3
500,2021-07-28,T57,3.46,1500,30,3.4653
501,2021-07-28,TBS,13.5,1234,30,13.56
502,2021-07-28,TOPL,2.1,0,30,2.1
503,2021-07-28,TXIM,3,0,30,3
504,2021-07-28,YGAG,5,0,30,5.0847
505,2021-07-28,ZHBG,0.136,0,30,0.1364
506,2021-07-28,ZLP,2.46,0,30,2.4258
507,2021-07-29,A4L,17.9,1550,30,17.9742
508,2021-07-29,ALB,34.4,0,30,34.4
509,2021-07-29,ALCM,9.6,1275,30,9.6
510,2021-07-29,ATER,2.58,6771,30,2.5633
511,2021-07-29,BREF,2.3,5350,30,2.2907
512,2021-07-29,CCB,1.04,8845,30,1.0275
513,2021-07-29,CHIM,0.862,2802,30,0.8544
514,2021-07-29,DUH,6.9,2731,30,6.8633
515,2021-07-29,EAC,1.07,6459,30,1.07
516,2021-07-29,ELHM,0.85,2294,30,0.8438
517,2021-07-29,EMKA,3.58,3910,30,3.58
518,2021-07-29,EUBG,2.54,12410,30,2.582
519,2021-07-29,FIB,1.7,10250,30,1.7097
520,2021-07-29,FZLS,19.4,4800,30,19.0335
521,2021-07-29,GAMZ,3.8,0,30,3.8
522,2021-07-29,GR6,1.46,1860,30,1.4694
523,2021-07-29,HCEN,33.8,25,30,33.8
524,2021-07-29,HES,5.8,617,30,5.8
525,2021-07-29,HIKA,3,200,30,3
526,2021-07-29,HNVK,18.4,0,30,18.232
527,2021-07-29,HRZ,2.66,0,30,2.66
528,2021-07-29,HSI,2.6,0,30,2.6
529,2021-07-29,HSOF,3.44,0,30,3.45
530,2021-07-29,HVAR,40.2,10,30,40.2
531,2021-07-29,IDH,2.36,0,30,2.36
532,2021-07-29,IHB,1.7,16277,30,1.6471
533,2021-07-29,KBG,8.3,275,30,8.2878
534,2021-07-29,LAV,3.8,0,30,3.8
535,2021-07-29,MONB,6.15,1764,30,6.117
536,2021-07-29,MSH,7.65,298,30,7.65
537,2021-07-29,NEOH,27,1188,30,27.1337
538,2021-07-29,ODES,103,44,30,102.0227
539,2021-07-29,PET,0.23,0,30,0.23
540,2021-07-29,SFA,3.48,6800,30,3.48
541,2021-07-29,SFT,5.15,250,30,5.15
542,2021-07-29,SGH,0.51,12117,30,0.4953
543,2021-07-29,SKEH,22.4,0,30,22.4
