FIB,2021-08-05,1.79,16500000,149084800
FZLS,2021-08-05,19,213250,515000
GAMZ,2021-08-05,3.8,3099451,5347798
GR6,2021-08-05,1.47,43788135,243608710
HCEN,2021-08-05,34.2,438192,735910
HES,2021-08-05,5.75,3673622,18193752
HIKA,2021-08-05,2.9,8981736,15864544
HNVK,2021-08-05,18.4,1808162,5610437
HRZ,2021-08-05,2.66,22698400,56010597
HSI,2021-08-05,2.6,16532960,36852997
HSOF,2021-08-05,3.44,6666906,9940391
HVAR,2021-08-05,40.2,1973028,6485897
IDH,2021-08-05,2.36,3407242,9980925
IHB,2021-08-05,1.56,29025755,107400643
KBG,2021-08-05,8.4,2350691,13168614
LAV,2021-08-05,3.8,1211967,9919410
MONB,2021-08-05,6.1,6788804,39000000
MSH,2021-08-05,7.35,9071209,39445200
NEOH,2021-08-05,28,629151,2654358
ODES,2021-08-05,106,113619,586642
PET,2021-08-05,0.102,2438860,27312403
SFA,2021-08-05,3.5,46695735,134797899
SFT,2021-08-05,5.2,8113764,34276050
SGH,2021-08-05,0.51,31431825,59360518
SKEH,2021-08-05,22.4,841444,2309561
SNRG,2021-08-05,0.75,7915991,18358849
SPH,2021-08-05,7.05,12372374,21000000
T57,2021-08-05,3.46,5745245,24200000
TBS,2021-08-05,13.5,2402166,12500000
TOPL,2021-08-05,2.1,512539,5416829
TXIM,2021-08-05,3,11136790,27995036
YGAG,2021-08-05,6.05,203739,1003904
ZHBG,2021-08-05,0.155,39151614,195660287
ZLP,2021-08-05,1.35,481434,6493577
